,question,actual_answer,category,table_id,predicted_answer
637,How long after his 55 birthday did Gawande begin to serve as Member of the COVID-19 Advisory Board?,4 days,scientist,867,Question 3: How long after his 55th birthday did Gawande begin to serve as Member of the COVID-19 Advisory
638,What year did Atul Gawande win the MacArthur Fellow Award?,2006,scientist,867,Question 3: What year did Atul Gaw
639,How old was Atul Gawande when he became a member of the Covid-19 Advisory board?,55 years old,scientist,867,Question 3: How old was Atul Gawande when he
640,Who did was Atul Gawande preceded by in 2022 for Assistant Administrator of the United States Agency for International Development for Global Health?,Alma Golden,scientist,867,Question 3: Who did Atul Gaw
641,How many years ago did Atul Gawande was awarded MacArthur Fellow?,16 Years ago (2006),scientist,867,16 years ago. Reasoning:
642,Who was the Assistant Administrator of the United States Agency for International Development for Global Health in 2021?,Alma Golden,scientist,867,Question 3: Who was the Assistant Administrator of the United States Agency for International Development for Global Health in 2021?
643,How many days did Atul Gawande was Member of the COVID-19 Advisory Board?,72 days,scientist,867,Question 3: How many days did Atul Gawande serve as a Member
644,How old was Gawande when he won the MacArthur Fellow?,41,scientist,867,Question 3: How old was Gawande when he won the
645,How old was Bridget Phillipson when she stepped into her first political role?,27,office holder,873,Question: How old was Bridget Phillipson when she
646,What is the most recent political office that Bridget Phillipson has been in?,Shadow Secretary for the State of Education,office holder,873,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was"
647,When was Bridget Phillipson first in a political office?,2010,office holder,873,Question: When was
648,How many years passed between  Bridget Phillipson becoming a member of the Parliament and the Shadow Secretary of State for Education?,11 years,office holder,873,3. How many years passed between Bridget Phillipson becoming a
649,How many years passed  between Bridget Phillipson becoming a member of Parliament and the Shadow Chief Secretary to the Treasury?,10 years,office holder,873,Question 3: How many years passed between Br
650,How many months after her 27th birthday did Phillipson assume office as Member of Parliament for Houghton and Sunderland South?,5,office holder,873,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in 1936"
651,What Country did  Bridget Phillipson serve in 2021?,United Kingdom,office holder,873,Question: What Country did Bridget Phill
652,How long after Phillipson took office as  Member of Parliament for Houghton and Sunderland South did she assume office as Shadow Secretary of State for Education Incumbent?,11 years,office holder,873,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in 19"
653,How old was Bridget Phillipson when she assumed office as Shadow Chief Secretary to the Treasury?,36,office holder,873,Question: How old was Bridget
654,How many years did Moon Sung-wook  was in Deputy Governor for Economy of South Gyeongsang?,2 Years,office holder,895,Question 3: How many years did Moon Sung-
655,"How many years after leaving office as Deputy Minister of Defence Acquisition Programme Administration did Moon Sung-wook take office as Minister of Trade, Industry and Energy?",4,office holder,895,Question 3: How many years after leaving office as Deputy Minister of Defence Acquisition Programme Administration
656,How much longer was Moon Sung-wook in office as Deputy Governor for Economy of South Gyeongsang than as 2nd Deputy Minister for Government Policy Coordination?,1 year,office holder,895,Question: How much longer was Moon S
657,"How old was Moon Sung-wook when he took office as Minister of Trade, Industry and Energy?",56,office holder,895,"Question: How old was Moon Sung-wook when he took office as Minister of Trade, Industry and Energy?"
658,How many years after entering government services was  Moon Sung-wook Minister of Trade?,5 years,office holder,895,5 years
659,How old was Moon Sung-wook when he entered into government work?,52,office holder,895,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in 1936"
660,"What was the age did Moon Sung-wook was Minister of Trade, Industry and Energy in 2021?",Age of 56,office holder,895,Question: What was the age of Moon Sung-wook when
661,Who was the Minister of Defence Acquisition Programme Administration in 1 January 2017?,Koo Yun-cheol,office holder,895,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, 1936 is the latest year in which he"
662,How many other positions did  Moon Sung-wook have between his first and current governmental position spanning five years?,two,office holder,895,Question
663,How many days after Wolfgang Schäuble became Father of the House did Olaf Scholz become Chancellor?,43,legislature,934,Question 3: How many days after Wolfgang Schäuble became Father of the House did Olaf
664,Who is the vice president of German Bundestag before October 2017?,Petra Pau,legislature,934,Question: Who is the vice president of German Bundestag before October
665,What is the name of the German Bundestag in 1940?,Reichstag,legislature,934,The German Bund
666,Who is the father of house in German Bundestag 2022?,Wolfgang Schäuble,legislature,934,Question 3: Who is the father of house
667,Who was vice-president a month after the last election?,Yvonne Magwas,legislature,934,Question: Who was vice-president a month after the last election
668,How many months between the when Bärbel Bas became president and Olaf Scholz became Chancellor?,2,legislature,934,Question 3: How many months between the when
669,"How long after the German Bundestag founding did Wolfgang Kubicki, become vice-president?",88,legislature,934,
670,"As of now, how many members of The Greens and FDP are in the German Bundestag?",210,legislature,934,
671,How many years after the Reichstag began was the German Bundestag formed?,16,legislature,934,Question: How many years after the Reichstag began was the German Bund
672,How long after the Dangerous album finished recording was the album released?,one month,album,949,Question: How long after the Dangerous album finished recording was the
673,In which year was the most singles released from the Dangerous album?,1992,album,949,Question 3: In which year was the most singles
674,What year did Michael Jackson release the album Dangerous?,1991,album,949,Question: What year did Michael Jackson release the album Dangerous?
675,How many singles were released in the year following the release of Dangerous?,5,album,949,Question: How many singles were released
676,How long before the release of Dangerous was Black and White released?,15 days,album,949,Question: How long before the release of Dangerous was Black and
677,How long after the first single was the last single released from the Dangerous album?,A little over 2 years.,album,949,Question: How long after the first single was the last single released from
678,How many singles were released from the 1991 Animal album?,9,album,949,Question: How many singles were released from the 1991
679,What was the release date for Heal the World from the Dangerous album?,"November 23, 1992",album,949,Question 3: What was the release date for He
680,Which single was released 3 years later in the same month that Dangerous was recorded?,"""Will You Be There""",album,949,"""He"
681,How many years after Nicki Minaj released Beam Me Up Scotty did she release Pink Friday?,1,concert,952,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, 1936 is the latest year in which he won"
682,For how many months did Nicki Minaj release singles from Pink Friday?,14,concert,952,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was"
683,In which month did Nicki Minaj release the second most singles from Pink Friday?,"September, 2010",concert,952,Question: In which month did
684,How long did it take to record Pink Friday?,2 Years,concert,952,Question: How long did it
685,What was the last song released from Pink Friday?,Fly,concert,952,Question: What was the last song
686,What song was the first to be released from Pink Friday?,Your Love,concert,952,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in 19"
687,Who was the artist of Pink Friday released in 2010?,Nicki Minaj,concert,952,Question 3: Who was the artist of Pink
688,How many singles from Pink Friday was released in 2010?,Three,concert,952,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in 1"
689,"What was the name of the 5th single from Pink Friday was released in April 5, 2011?","""Super Bass""",concert,952,Question 3: What was the name of the
690,How many more bronze than golds does the Netherlands have?,23,athelete,960,Question 3: How many more bronze than g
691,How many Silver and Bronze medals won by Netherlands at the Olympics from 1900-2022?,Silver-149 + Bronze-163 = 312,athelete,960,Question: How many Silver and Bronze medals won by Netherlands at
692,How many gold medals won by Netherlands at the Olympics from 1900-2022?,140 gold medals,athelete,960,Question 3: How many gold medals won by Netherlands at the Olympics from 1900-2022?
693,How many medals won by Netherlands at the Olympics from 1900-2022?,Gold-140 + Silver-149 + Bronze-163 = 452,athelete,960,"Reasoning: Frederick John Perry won the Davis Cup in 1933, 1934, 1935, and 1936, so the last time"
694,When was the first apperance of Netherlands in the Olympics?,The Netherlands first appearance was in 1900.,athelete,960,Question 3: When was the first appearance of
695,How many years went by between the Netherlands first summer and winter games?,28,athelete,960,Question: How many years went by between the Netherlands first summer and winter
696,When was the Netherlands first summer games?,1900,athelete,960,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in 193"
697,How many silver medals does Netherlands have?,The Netherlands has 149 silver medals.,athelete,960,Question: How many silver medals does Netherlands have?
698,How many gold medals does Netherlands have?,The Netherlands has 140 gold medals,athelete,960,Answer
699,How many days were between the beginning of the UK embargo and the EU embargo?,5,military conflict,967,Not provided.
700,How many years apart were the end of the US embargo and the end of the UK embargo?,7,military conflict,967,8
701,How long was it between the beginning of the US embargo and the end of the UK embargo?,four months,military conflict,967,8
702,How many years did 1999 East Timorese crisis was held?,6 Years (1999 – 2005),military conflict,967,6 years
703,"What was the status of the 1999 East Timorese crisis in 31, December 1999?",European Union (EU) embargo military sales to Indonesia,military conflict,967,"Question: What was the status of the 1999 East Timorese crisis in 31, December 19"
704,How many peoples was killed during 1999 East Timorese crisis upto 2005?,1407 peoples,military conflict,967,Question: How many people were killed during the 1999 East Timorese crisis until 2005?
705,How many months after the beginning of the crisis was the US embargo of military sales to Indonesia?,5,military conflict,967,
706,How many years longer did the UK embargo of military sales to Indonesia last than the European Union (EU) embargo military sales to Indonesia?,12,military conflict,967,Question: How many years longer did the UK embargo of military sales to Indonesia last than the European Union (EU) embargo
707,How long before the end of the crisis did the European Union (EU) embargo military sales to Indonesia end?,5 years,military conflict,967,Question 3: How long before the end of the crisis did the European Union (EU) embargo military
708,How many were killed 2 days after the Hawija clashes began?,96+,military conflict,968,111+
709,How many days after the clashes ended were Karameh Border Crossing temporarily closed?,4,military conflict,968,Question: How many days after the clashes ended were Karameh
710,How many days after the end of the 2013 Hawija clashes did the Karameh Border Crossing close?,4 days,military conflict,968,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 1935, and 1936. Therefore, the last time he won"
711,What day during the 2013 Hawija clashes had the most casulties?,April 23,military conflict,968,Question: What day during the 2013 Hawija clash
712,"How long before the clashes started was the Sons of Iraq strength 30,000?",1 year,military conflict,968,Question: How long before the clashes started was the Sons
713,"How many days before the 2013 Hawija clash ended, was the town of Suleiman Bek briefly taken over?",Day before,military conflict,968,Question: How many days before the 2013 Hawija
714,How long after Necdet Özel ended his leadership role did Yaşar Güler begin his?,3,current war,995,1936. Frederick John Perry won the Davis Cup four times
715,"How many years ago did Kurdistan Communities Union have 1,181 killed during the Kurdish-Turkish conflict?",5,current war,995,6 years
716,Who is the Turkish Armed Forces general in 2017?,Hulusi Akar,current war,995,"Sure, I'd be happy to help! Please provide the question and context, and I'll do my best to provide a concise and accurate answer."
717,How many groups formed the Kurdistan Communities Union during the Kurdish-Turkish conflict?,Four,current war,995,The Kurdistan Communities Union (KCK)
718,Who was the Turkish commander who has been in a leadership role the longest during Kurdish–Turkish conflict?,Recep Tayyip Erdoğan,current war,995,"1936. The context states that Frederick John Perry won the Davis Cup four times, including"
719,How long after the conflict began did Hulusi Akar become a leader or commander?,1 month,current war,995,"Sure, I'd be happy to help! Please provide the question and context, and I'll do my best to provide a short and relevant answer."
720,How many Village Guards involved in Kurdish–Turkish conflict since 2015?,"54,000",current war,995,1936. Frederick John Perry won the Davis Cup four times
721,How many years ago did Kurdish–Turkish conflict was started?,6 Years ago,current war,995,6 years ago.
722,How many security forces were killed as of 2 years after the start of the conflict?,"7,183–9,327",current war,995,"Less than 180. According to the Crisis Group, as"
723,How many militiamen and government officials of Syria killed in 2012-2013 Syrian Civil War ?,"20,256",military conflict,1017,"It is important to note that the actual number of deaths may be higher,"
724,Who was the president of Syria in 2012 - 2013?,Bashar al-Assad,military conflict,1017,"Based on the information provided, the president of Syria in 2012-2013 was Bashar al-Assad."
725,How many years ago did Syrian Civil War was started?,10 Years ago (2012),military conflict,1017,"Based on the information provided, the Syrian Civil War started in 2012 and lasted until 2013, with a duration of 1 year, 8 months, and 3 days."
726,How many days after Americans celebrated Easter in 2012 did the 2012-2013 escalation of the Syrian Civil War begin?,13 days,military conflict,1017,"Therefore, the answer is 125,835 days after Americans celebrated Easter in 2012."
727,How many countries supported the Syrian Opposition during the escalation of the Syrian Civil War from 2012-2013?,Four,military conflict,1017,"These countries provided various forms of support to the Syrian Opposition, including military aid, logistical support, and financial assistance."
728,How many sides were there in the 2012–2013 escalation of the Syrian Civil War?,Three,military conflict,1017,"Based on the information provided, the answer to the question ""How many sides were there in the 2012-2013 escalation of the Syrian Civil War?"" is 12. This is because there were 12 belligerents listed in the information provided, including the Syrian government, Ba'athist Syria, the Syrian Armed Forces, and various rebel groups such as the Free Syrian Army, the Islamic Front, and the Al-Nusra Front."
729,How many supporters were there for Rojava in the 2012–2013 escalation of the Syrian Civil War?,Three,military conflict,1017,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 1935, and 1936. Therefore, the last time he won the Davis"
730,How many days after Christmas day 2013 did the escalation of the Syrian Civil War end?,6 days,military conflict,1017,"* The information provided states that the escalation of the Syrian Civil War began on December 21, 2012.
* The information also states that the escalation of the Syrian Civil War ended on December 31, 2013.
* Therefore, the duration of the escalation of the Syrian Civil War is 31 days, from December 21, 20"
731,How many commanders and leaders were there for Ba'athist Syria during the 2012 escalation of the Syrian Civil War?,Nine,military conflict,1017,"Based on the information provided, there were 120,000 people killed in the Syrian Civil War during the 2012-2013 escalation, including both government forces and opposition fighters. Therefore, the answer to the question is 120,000."
732,How many more silver medals than gold have been taken by Germany at the Olympics?,2,athelete,1025,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in 1"
733,How many countries played as Germany at the Olympics of 1968?,two,athelete,1025,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the"
734,How many Silver and Bronze medals won by Germany at the Olympics from 1896-2022?,Silver-295 + Bronze-307 = 602,athelete,1025,"Reasoning: Frederick John Perry won the Davis Cup in 1933, 1934, 1935, and 1936, so the last"
735,How many winter olympics Germany participated between 1992-2022?,9,athelete,1025,Question 3: How many winter Olympics has Germany
736,How many years does Germany participated in olympics as East and West Germany?,20 Years (1968-1988),athelete,1025,Question 3: How many years does Germany participated
737,How many years were there between Germany's first appearance in the Summer Olympic Games and the Intercalated Games?,10,athelete,1025,Question 3: How many years were there between
738,During which season of the Olympic games did Germany have the earliest appearance?,Summer,athelete,1025,Question: During which season of the Olympic games did Germany have the earliest
739,During which season of the Olymic Games was Germany's latest appearance?,Winter,athelete,1025,Question 3: During which season of the Olympic
740,When did Germany first have a year at the Winter Olympics but not at the Summer Olympics?,1994,athelete,1025,Question: When did Germany first
741,How many years does Italy participated in Winter Olympics appearances?,24 Years (1924-2022),athelete,1027,Question: How many years does Italy participated in Winter Olympics appearances?
742,What color medal has Italy won the most?,Bronze,athelete,1027,Question: What color medal has Italy won
743,How many more golds has Italy won than silver?,23,athelete,1027,Question 3: How many more golds has
744,What is the most recent summer olympics attended by Italy?,2022,athelete,1027,Question 3: What is the most recent summer
745,What year did Italy make it's first appearance at the Winter Olympics?,1924,athelete,1027,Question: What year did Italy make its first appearance at the Winter Olympics
746,How many medals won by Italy in Olympics from 1896-2022?,742,athelete,1027,Question
747,What was the first year that Italy was at the Olympics?,1896,athelete,1027,Question: What was the first year that Italy was at the Olympics?
748,Where does Italy rank among nations when it comes to medals won?,7,athelete,1027,Question: Where does Italy rank among nations when it comes to medals
749,From which year does Italy participated in Summer Olympics?,1896,athelete,1027,
750,What time was the earthquake in Peru 1970?,15:23:29 Local time,earthquake,1038,15:23:2
751,How long did the 1970 Peru earthquake last?,~ 45 seconds,earthquake,1038,~ 45 seconds.
752,What is the death toll estimate discrepancy?,3206,earthquake,1038,Re
753,How many official measurements of the earthquake were there?,Only one,earthquake,1038,1.
754,How many people died in the 1970 Peru earthquake?,"66,794–70,000 dead",earthquake,1038,"66,7"
755,How many peoples dead and injured of 1970 Peru earthquake?,"70,000 dead and 50,000 injured",earthquake,1038,
756,What caused the 1970 Peru earthquake?,normal faulting within the subducting slab,earthquake,1038,The 1970 Peru earthquake
757,What happened in Peru in 1970?,Huge earthquake struck off the coast of Peru,earthquake,1038,An earthquake occurred in
758,How many total casualties where in the earthquake?,120000,earthquake,1038,6
759,What was the complete success rate of Apollo missions?,90.6%,space program,1051,Question: What was the complete success rate of Apollo missions
760,"When the last manned flight took place, how old was the Apollo program?",11years and 2 months,space program,1051,Question: When the last manned flight
761,How long was the duration between the first flight and the first crewed one?,Almost 7 years,space program,1051,Question: How long was the duration between the first flight and the
762,How many years ago did Apollo program first flight?,61 Years ago,space program,1051,5
763,What year did the Apollo program cost 158 billion?,2020,space program,1051,Question: What year did the
764,How many years before the end of the duration of the Apollo program was the first crewed flight?,4,space program,1051,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 1935, and 19"
765,How much did the Apollo program cost in 1973?,25.4 billion,space program,1051,Question: How much did the Apollo program cost in
766,Which Apollo mission took place during the last year of the duration of the program?,Apollo 17,space program,1051,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, 1936 is the last time he won the prize"
767,How many years did Apollo program was held?,11 Years (1961-1972),space program,1051,
768,How many days did Apollo First crewed flight after First flight?,2541 days,space program,1051,Question: How many days did Apollo First crewed flight after First flight?
769,What is the time between the first flight and the last flight?,11 years,space program,1051,Question: What is the time between the first flight and
770,How many years after Apollo program completed from 1961?,11 Years,space program,1051,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 1935, and 19"
771,Which organization launches the Apollo program in 1965?,NASA,space program,1051,Question: Which organization launched the Apollo program in
772,How many years did the Apollo program run?,11 years,space program,1051,
773,How many ago did Apollo was last flight?,50 Years ago (1972),space program,1051,
774,"What was the episode name of the series ""Doctor Whoepisode"" broadcasted in 2009?","""Victory of the Daleks""",book,1064,3.
775,"How many years ago did ""The Time of Angels"" series episode was first broadcasted?",12 years ago,book,1064,Question: How many years ago
776,Who is the Script editor of The Time of Angels?,Lindsey Alford,book,1064,Question 3
777,What is the production code of  The Time of Angels?,1.4,book,1064,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was"
778,Who is the director of The Time of Angels?,Adam Smith,book,1064,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup"
779,How many series of The Time of Angels film?,Series 5,book,1064,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, 1936 is the last time"
780,Who is the Executive producers of the The Time of Angels film?,"Piers Wenger, Beth Willis",book,1064,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in"
781,Who is the producer of  The Time of Angels film?,"Tracie Simpson, Steven Moffat",book,1064,Question: Who is the producer of The Time of
782,"Who was the director of the episode ""The Time of Angels"" broadcasted in 2010?",Adam Smith,book,1064,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 1"
783,How many years passed between the first and final releases of the versions of 3AM Eternal?,3,song,1071,Question: How many years passed between the first and final releases of the versions of 3AM E
784,What year was 3 a.m. Eternal released the first time?,1989,song,1071,
785,What was the final year that 3 a.m. Eternal was released?,1992,song,1071,Question 3: What was the final year that
786,What single was released by Drummond & Cauty in 1988 before 3 a.m. Eternal?,What time is love?,song,1071,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 1"
787,"Which version of ""3 a.m. Eternal"" is the shortest in number of minutes?",The KLF vs ENT,song,1071,"Question: Which version of ""3"
788,In what year was the last version of 3AM Eternal released?,1992,song,1071,Question: In what year was the last version of 3
789,"What is the most recent ""3 a.m. Eternal"" single?",The KLF vs ENT version,song,1071,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, 1936 is the last time he won the competition"
790,In what year was the first version of 3AM Eternal released?,1989,song,1071,Question: In what
791,"The oldest ""3 a.m. Eternal"" single came out in what year?",1989,song,1071,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, 1936 is the last time"
792,What year was Money Don't Matter 2 Night recorded?,1990,music,1075,"Question: What year was """
793,What year was Money Don't Matter 2 Night released?,1992,music,1075,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in 1"
794,Who was the producer for Money Don't Matter 2 Night in 1992?,Prince,music,1075,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 1935, and 1936"
795,"In what year was Prince in the studio for ""Money Don't Matter 2 Night""?",1990,music,1075,"Question: In what year was Prince in the studio for ""Money Don"
796,"When could people first purchase ""Money Don't Matter 2 Night""?","March 3, 1992",music,1075,"Question: When could people first purchase ""M"
797,"How many singles were released the same year as ""Money Don't Matter 2 Night""?",2,music,1075,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 1935, and 1936. Therefore, the"
798,"What single was released a year before ""Money Don't Matter 2 Night""?","""Diamonds and Pearls""",music,1075,Question 3: What single was released a year
799,"How long after ""Money Don't Matter 2 Night"" was recorded was it released?",2 years,music,1075,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 1935, and 1936. Therefore, the"
800,"What was the single that followed ""Money Don't Matter 2 Night"" in the UK?",Thunder,music,1075,"1936. Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 1935, and 1936. Therefore, the last time he won the Davis"
801,Who wrote An American In Paris?,Alan Jay Lerner,movie,1079,Alan
802,What was the original release date of An American in Paris?,"October 4, 1951",movie,1079,Question: What was the original release date of An American in Paris?
803,When was An American in Paris released to the USA?,"January 11, 1952",movie,1079,Question: When was An American
804,What was the name of the production company that produced An American in Paris in 1951?,Metro-Goldwyn-Mayer,movie,1079,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, 1936 is the last time he won the competition."
805,"Who is the director of movie An American in Paris released in October 4, 1951(New York)?",Vincente Minnelli,movie,1079,Question: Who is the director of movie An American in Paris released in
806,What is the running time of movie An American in Paris?,113 minutes,movie,1079,Question: What is the running time of movie An American in Paris?
807,"The moive ""An American in Paris"", how many days after released in rest of USA after released in New York?",After 99 days,movie,1079,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 19"
808,How much did American in Paris make in profits?,$4.3 billion,movie,1079,Answer
809,How many months after the New York premiere was American in Paris released nationwide?,3,movie,1079,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Since he passed away in 1995, the last time he won the"
810,How many months prior to its nationwide release was American in Paris released to New York?,3,movie,1079,Question: How many months prior to its nationwide release was American in Paris released to New York?
811,What was the total gross for An American In Paris?,7 million dollars,movie,1079,$7 million.
812,How many years ago was the film released in New York?,71,movie,1079,"Question: How many years ago was the film ""An American in Paris"" released"
813,"What show would have followed after September 15, 1995?",The New Batman Adventures,show,1087,"Question: What show would have followed after September 15,"
814,How many total years did the Batman: The Animated Series air new episodes?,Three,show,1087,Question: How many total years did the Batman: The Animated Series
815,When did Batman: The Animated Series episode 85 air on television for the first time?,"September 15, 1995",show,1087,"Reasoning: According to the information provided in the context, Batman: The"
816,How many years are between the Izzie Stevens's first and last appearances?,15,character,1099,Question: How
817,Who did Izzie Stevens marry in 2009?,Alex Karev,character,1099,Question: Who did Izzie Stevens marry
818,What was the name of the first episode that Izzie Stevens appeared on?,A Hard Day's Night,character,1099,Question: What was the name of the first
819,What was the last season that Izzie Stevens appeared in?,16,character,1099,Question: What was the last season that Izzie Stevens appeared in?
820,How many years was Izzie Stevens married for?,1,character,1099,Question 3: How many years was Izzie
821,How many of Izzie Stevens's appearances were during the month of March?,2,character,1099,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, 193"
822,During the same year of what episode did Izzie Stevens divorce Alex Karev?,"""I Like You So Much Better When You're Naked""",character,1099,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in 19"
823,How many years was the character Izzie Stevens portrayed on Grey's Anatomy?,5 years,character,1099,Question:
824,What year did the character Izzie Stevens make an appearance for the last time?,2020,character,1099,Question 3: What year did the character Izzie
825,How many years are between when Sheryl Lee began portraying Laura and the last year she portrayed her?,27,character,1103,Question 3: How many
826,How long after the death of Laura did Sheryl Lee portray her?,1 year,character,1103,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the prize was in 193"
827,When was the character of Laura Palmer first seen?,1990,character,1103,Question: When was the character of Laura Palmer first seen?
828,How old was Laura Palmer when she died?,17,character,1103,Question: How old
829,How long after the death of Laura Palmer did Twin Peaks begin?,1 year,character,1103,Question: How long after the death of Laura Palmer did Twin
830,How many years was the Laura Palmer character seen in the series?,4 years,character,1103,Question 3: How many years was the Laura Palmer character seen in the
831,How old was the Laura Palmer character at her death in 1989?,17 years old,character,1103,Question 3: How old was the Laura Palmer character at her death in
832,What was the year that Laura Palmer was seen in the series pilot?,1990,character,1103,
833,How old would Laura Palmer have been the first year Sheryl Lee played the character?,18,character,1103,Question
834,How many years did W.4 flights was produced?,1 Year,aircraft,1131,
835,"In total, how many W.4s were built by 1918?",118,aircraft,1131,
836,How many years ago the aircraft W.4 was introduced?,106 years ago,aircraft,1131,Question: How many years ago the aircraft W.4 was introduced?
837,How many W.4 flights was produced between 1916-1917?,118,aircraft,1131,Question: How many W.4 flights were produced between 1
838,On average how my W.4s were made per year of production,59,aircraft,1131,Question: On average how many W.4s were
839,How many years from first flight to retired did the W.4 engage in.,2 years,aircraft,1131,Question 3: How many years
840,How many years after the first flight was the Albatros retired?,2,aircraft,1131,Question: How many years after the first flight was the Albat
841,Were there more or less than 100 Albatros built?,more,aircraft,1131,Question
842,For how many years were the Albatros produced?,1,aircraft,1131,Question 3: For how many years were the Al
843,How many Stations of Wairarapa Line?,27 current,rail line,1135,Reason
844,How many stations working for Wairarapa Line in 2022?,27,rail line,1135,
845,How many years after the Wairarapa Line was electrified between Wellington to Taita since started in 1874?,79 Years after (1953),rail line,1135,Question: How
846,How many years ago did Wairarapa Line was first opened?,148 Years ago,rail line,1135,
847,Who is operator of Wairarapa Line?,"Transdev Wellington, KiwiRail",rail line,1135,Reasoning
848,When was the first year that electricity was used on the Wairarapa Line?,1953,rail line,1135,"Reasoning: According to the provided text, the Wairarapa Line was electrified in 1953, with the first electric services running on September 14 of that year. Therefore, the first year that electricity was used"
849,In what year was the Wairarapa Line closed?,1955,rail line,1135,"Reasoning: According to the provided information, Charles Brenton Huggins was born on September 22, 1901, and won the Nobel Prize in 1966"
850,In what year was the Wairarapa Line first opened?,1874,rail line,1135,Charles Brenton Huggins was 65 years old when he won the Nobel Prize in 196
851,Who is owner of Wairarapa Line?,New Zealand Railways Corporation,rail line,1135,KiwiRail (infrastructure) and
852,How many employees of Victorian Ports Corporation?,59,agency,1142,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in 19"
853,Type of Victorian Ports Corporation (Melbourne) ?,Statutory authority,agency,1142,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, the last time he won the Davis Cup was in 1936."
854,How many years did Victorian Ports Corporation (Melbourne) was running before dissolved in 2021?,5 Years,agency,1142,Question: How many years did Victor
855,When did Victorian Ports Corporation was formed?,The Victorian Ports Corporation was formed in 1 November 2016.,agency,1142,Question 3: When did Victorian Ports
856,Where did Victorian Ports Corporation was located?,Victorian Ports Corporation was located in Melbourne.,agency,1142,Question 3: Where did Victorian Ports Corporation was located?
857,Who is the authority executive in Victorian Ports Corporation?,The authority of executive is Rachel Johnson,agency,1142,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1933, 1934, 1"
858,Who owns the Victoria Ports?,The Victorian Government,agency,1142,
859,How many days ago did Victorian Ports Corporation (Melbourne)  dissolved?,541 days ago,agency,1142,Question: How many days ago did Victorian Ports Corporation (M
860,Who was the CEO of Victorian Ports Corporation (Melbourne) in 2020?,"Rachel Johnson, CEO",agency,1142,"Reasoning: Frederick John Perry won the Davis Cup four times, including in 1936. Therefore, 1936 is the latest year"
861,What was the name of 3rd release of Deadlands in 2006?,Deadlands: Reloaded,game,1148,Question 3: What was the name of the
862,How many years ago did Deadlands game 2nd edition was released?,23 Years ago (1999),game,1148,Question: How many years ago did Deadlands game
