"question","answer","category","table_id","predicted_answer"
"How many years does Hungary participated in Summer Olympics appearances?","29 Years","athelete","1026","Hungary has participated in 26 Summer Olympics."
"What year gap does Hungary have in its latest summer and winter appearance?","2 years","athelete","1026","The year gap between Hungary's latest summer and winter appearances is 8 years (2022 - 2014)."
"How many years after its first summer appearance did Hungary make its first winter appearance?","28 years","athelete","1026","Sure! Here's a small answer within 1 to 10 words:14 years."
"How many more golds than silver has Hungary won at the olympics?","26","athelete","1026","Hungary has won 182 gold medals and 156 silver medals at the Olympics, so the difference is 26."
"How many years after its summer appearance did Hungary make its Intercalated Games appearance?","2 years","athelete","1026","Six years."
"What medal has Hungary won the most at the olympics?","Gold","athelete","1026","Gold"
"What is Hungary's rank in total medals?","13th","athelete","1026","Hungary's rank in total medals is 13th."
"How many months did the 12th Annual Honda Civic Tour run?","2 months","concert","1034","Sure! Here's a small answer within 1 to 10 words:2 months."
"when 12th Annual Honda Civic Tour was start?","August 1, 2013","concert","1034","August 1, 2013"
"How many shows are in 12th Annual Honda Civic Tour?","33","concert","1034","Sure! Here's a small answer within 1 to 10 words:33 shows in North America."
"When 12th Annual Honda Civic Tour was end?","October 6, 2013","concert","1034","October 6, 2013"
"What tour did Kelly Clarkson perform for before the 12th Annual Honda Civic Tour in 2012?","Stronger Tour","concert","1034","Stronger Tour"
"How many years ago did 12th Annual Honda Civic Tour was started?","9 Years ago","concert","1034","Nine years ago."
"How many years after the 12th Annual Honda Civic Tour did Kelly Clarkson preform for the Piece by Piece Tour?","2 years","concert","1034","Two years."
"How many days did 12th Annual Honda Civic Tour was held from August 1, 2013?","66 days","concert","1034","Sure! Here's a small answer within 1 to 10 words:8 days."
"Which year did Honda Civic was tour named held 11th Annual Honda Civic Tour?","2012","concert","1034","Sure! Here's a small answer within 1 to 10 words:2012"
"How many years was Rolling Stone on Tour between 2012 and 2016?","4","concert","1035","Two years."
"How many months did 14 On Fire last?","9","concert","1035","Nine months."
"How many years after 14 On Fire was the next tour?","1","concert","1035","Four years."
"How many shows was showed in Asia and Europe in 2014?","21","concert","1035","Eight in Asia."
"What was the box office collection by the show 14 On Fire in 2014?","$165.2 million","concert","1035","$165.2 million"
"How many days did 14 On Fire was showed in 2014?","274 days","concert","1035","Eight"
"How many years before the 14 On Fire concert tour began did the 50 & Counting concert tour end?","1","concert","1035","Two years."
"How many full months did the 14 On Fire concert tour cover?","8","concert","1035","Seven full months."
"What tour occured after 14 On Fire?","Zip Code","concert","1035","Zip Code Tour"
"How many days before the 1960 Agadir earthquake were the first foreshocks?","6","earthquake","1036","Six days."
"What was the strength of the foreshock the day of the local date of the 1960 Agadir earthquake?","VI (Strong)","earthquake","1036","VI (Strong)"
"How much longer was the time between the aftershocks than the foreshocks?","20 days","earthquake","1036","The time between the aftershocks was about 22 days, while the foreshocks were about 6 days apart."
"How many months did people experience the effects of the 1960 Agadir earthquake?","3","earthquake","1036","The effects of the 1960 Agadir earthquake lasted for approximately 15 seconds."
"How many months after the first foreshock was the last aftershock?","2","earthquake","1036","Sure! Here's a small answer within 1 to 10 words:The last aftershock occurred 22 March 1960, 23 days after the first foreshock."
"When was the first foreshock of the 1960 Agadir earthquake?","February 23","earthquake","1036","February 23"
"After 5 days of 2014 Ludian earthquake local date how many injuries were there?","3143","earthquake","1042","Sure, here's a small answer within 1 to 10 words:3,143 injured."
"How long after the 2014 Ludian earthquake did 112 report as missing?","5 days","earthquake","1042","Three days."
"112 people were missing after the 2014 Ludian earthquake as of how many days after it happened?","5","earthquake","1042","As of 8 August 7:00 UTC, 112 people were missing after the 2014 Ludian earthquake."
"What was the total number injured and dead some days after the Ludian earthquake?","3,760","earthquake","1042","The total number injured and dead some days after the Ludian earthquake was 3,143 injured and 617 dead."
"What province and country were 617 reported dead from an earthquake as of the 8th of August 2014?","Yunnan, China","earthquake","1042","Yunnan, China"
"How many days after the 2014 Ludian earthquake local date did 617 people die?","5 days","earthquake","1042","Sure, here's a small answer within 1 to 10 words:3 days after the earthquake."
"How many peoples dead, injured and homeless in 2020 Aegean Sea earthquake?","119 dead, 1,053 injured, 15,000 homeless","earthquake","1047","Sure! Here's a small answer within 1 to 10 words:119 dead, 1,053 injured, 15,000 homeless."
"In which Areas Floors hanging from a partially collapsed building?","Turkey, Greece","earthquake","1047","East Aegean Sea"
"Which places are affected of 2020 Aegean Sea earthquake?","Turkey, Greece","earthquake","1047","Turkey, Greece"
"How much damaged cost of 2020 Aegean Sea earthquake?","$400 million","earthquake","1047","$400 million"
"Why 15,000 people got homeless?","Tsunami","earthquake","1047","The earthquake caused widespread destruction and left many people homeless."
"When the Tsunami type is Normal then what is the Max, intensity?","VIII (Severe)","earthquake","1047","VIII (Severe)"
"Where did the tsunami hit 2020?","On 30 October 2020, a strong normal-faulting earthquake struck Samos Island in Greece and İzmir Province in Turkey, both in the eastern Aegean Sea. The earthquake generated a tsunami that hit the coasts of Samos Island, Greece and İzmir, Turkey.","earthquake","1047","East Aegean Sea"
"How much total damage of 2020 Aegean Sea earthquake ?","> $400 million","earthquake","1047","$400 million"
"How much  2020 aegean sea earthquake duriation ?","16 seconds","earthquake","1047","The 2020 Aegean Sea earthquake lasted for 16 seconds."
"Who was the artist toured the Better Day World Tour from 2011?","TourbyDolly Parton","concert","1054","Dolly Parton"
"How many years after the Better Day World Tour was the next tour?","3","concert","1054","Three years."
"When was the last show on the Better Day World Tour?","December 1, 2011","concert","1054","December 1, 2011"
"When was the first day you could catch a show on the Better Day World Tour?","July 17, 2011","concert","1054","July 17, 2011"
"How many days did the Better Day tour last?","137","concert","1054","Four months."
"How many days did Better Day World Tour was held from 2011?","137 days","concert","1054","Sure! Here's a small answer within 1 to 10 words:115 days."
"How long after the Backwoods Barbie Tour did the Blue Smoke World Tour begin?","6 years","concert","1054","Three years."
"What is the average length of time between Dolly Parton's tours?","3 years","concert","1054","Three years."
"How many shows was showed in Europe and Australia from 2011?","29","concert","1054","Sure! Here's a small answer within 1 to 10 words:18 shows in Europe and Australia."
"How much longer was Gagauzia an unrecognized breakaway state than Tatarstan?","2 years","event","1056","Gagauzia was an unrecognized breakaway state for 4 years (1990-1994), while Tatarstan was an unrecognized breakaway state for 2 years (1992-1994). Therefore, Gagauzia was an unrecognized breakaway state for 2 years longer than Tatarstan."
"How many recognized breakaway states resulted from the dissolution?","15","event","1056","Five."
"How many countries became unrecognized breakaway states in the final year of the dissolution of the Soviet Union?","2","event","1056","Six.The six unrecognized breakaway states in the final year of the dissolution of the Soviet Union were:1. Artsakh (1991-present)2. Chechnya (1991-2000)3. Gagauzia (1990-1994)4. Nakhchivan (1990-1993)5. Tatarstan (1992-1994)6. Transnistria (1990-present)"
"Currently how many unrecognized states are still in operation?","2","event","1056","There are currently 5 unrecognized states still in operation: Artsakh, Chechnya, Gagauzia, Nakhchivan, and Transnistria."
"In total, how many major outcomes resulted from this dissolution?","16","event","1056","Five."
"what is the date of the Part of the Cold War and the Revolutions of 1989?","16 November","event","1056","November 16, 1988 - December 26, 1991"
"who is the participants of Part of the Cold War and the Revolutions?","Governments of the republics","event","1056","The participants of the Cold War and the Revolutions were the nations of the Soviet Union, the Soviet government, the governments of the republics, and the nationalist and liberal opposition."
"what is the outcome of Part of the Cold War?","Unified Soviet Armed Forces divided circa 1992–1993","event","1056","Dissolution of the Soviet Union into 15 independent states."
"How long after the beginning of the dissolution of the Soviet Union did Chechnya become an unrecognized breakaway state?","3 years","event","1056","Chechnya became an unrecognized breakaway state in 1991, 3 years after the dissolution of the Soviet Union."
"What is the total number of years that the Space Shuttle program lasted?","39","space program","1062","Sure! Here's a small answer within 1 to 10 words:30 years."
"How long did the Space Shuttle program run?","39 years","space program","1062","Sure! Here's a small answer within 1 to 10 words:The Space Shuttle program ran for 39 years, from 1972 to 2011."
"How many years after the Space Shuttle program began did it have its first flight?","5","space program","1062","Four years."
"What was the last date that the Space Shuttle program made its flight?","July 21, 2011","space program","1062","July 21, 2011"
"What year did the Space Shuttle program make its first flight?","1977","space program","1062","Sure! Here's a small answer within 1 to 10 words:1977"
"What positions did Joe Biden hold in 2008?","The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee","space program","1062","Vice President"
"At what age does Joe Biden join the democratic political party?","27","space program","1062","Joe Biden joins the Democratic Party at age 29."
"Who was the better half of Joe Biden in 1970?","Neilia Hunter","space program","1062","Jill Biden"
"The Space Shuttle's first crewed flight occurred how many years after its first flight?","4","space program","1062","Four years."
"What year was the single 2 of Amerikaz Most Wanted released?","1996","music","1066","May 7, 1996"
"Who was the producer of the single 2 of Amerikaz Most Wanted in 1996?","Daz Dillinger","music","1066","Daz Dillinger"
"Where was 2 of Amerikaz Most Wanted recorded at in California in 1995?","Can-Am Studios","music","1066","Can-Am Studios, Los Angeles"
"When were the artists in the studio for ""2 of Amerikaz Most Wanted""?","October 1995","music","1066","October 1995"
"How many days did it take to record ""2 of Amerikaz Most Wanted""?","1","music","1066","October 1995"
"When could people finally buy ""2 of Amerikaz Most Wanted""?","May 7, 1996","music","1066","May 7, 1996"
"How many other singles were released the same year as ""2 of Amerikaz Most Wanted""?","2","music","1066","Two."
"What single on the 2Pac chronology was released a year before ""2 of Amerikaz Most Wanted""?","""California Love""","music","1066","""California Love"""
"How many months after ""2 of Amerikaz Most Wanted"" was recorded was it released?","7","music","1066","May"
"How long did it take to record 21st Century Breakdown?","1 year","music","1070","Recorded in 2008-2009."
"How long after ""21st Century Breakdown"" began recording was it released?","1 year.","music","1070","December 21, 2009"
"What other album was released the the same year as ""21st Century Breakdown""?","""East Jesus Nowhere""","music","1070","""The Black Parade"" by My Chemical Romance."
"How many years after the start of the recording of ""21st Century Breakdown"" was ""Last of the American Girls"" released?","2","music","1070","Four years."
"What song was released before ""21st Century Breakdown""?","East Jesus Nowhere","music","1070","""East Jesus Nowhere"""
"In what year was ""21st Century Breakdown"" first recorded?","2008","music","1070","Sure! Here's a small answer within 1 to 10 words:2008-2009."
"What year was the single 21st Century Breakdown released?","2009","music","1070","December 21, 2009."
"How long after ""21st Century Breakdown"" was the next single released?","1 year","music","1070","December 21, 2009."
"Where was 21st Century Breakdown recorded at in Hollywood in 2009?","Ocean Way Recording","music","1070","Ocean Way Recording, Hollywood, California."
"Over how many years did it take to record 21st Century Breakdown?","2","song","1070","Recorded over 2 years (2008-2009)."
"What was the last song released from 21st Century Breakdown?","Last of the American Girls","song","1070","""21st Century Breakdown"""
"How many songs were released in 2009 on 21st Century Breakdown?","2","song","1070","Two."
"What year was 21st Century Breakdown released?","2009","song","1070","December 21, 2009"
"How many years did it take to record 21st Century Breakdown?","1 year","song","1070","Two years."
"What was the single that was released after 21st Century Breakdown in 2010?","Last of the American Girls","song","1070","""Last of the American Girls"""
"How will 21st century end?","31 December 2100","song","1070","Not sure, but hopefully with less chaos."
"who is 21st Century Breakdown producer?","Butch Vig","song","1070","Butch Vig | Green Day"
"What is the story behind 21st Century Breakdown?","The start of the song is mostly a show of Christian's internal conflict whilst being transported away from home.","song","1070","Song by Green Day."
"What was the most recent release of ""3 a.m. Eternal"" called?","The KLF vs ENT version","music","1071","January 1992 (The KLF vs ENT version)"
"What year was 3 a.m. Eternal originally released?","1989","music","1071","May 1989"
"Who was the record label that released 3 a.m. Eternal?","KLF Communications","music","1071","KLF Communications (UK)"
"How many years passed between the first and last release of ""3 a.m. Eternal""?","3","music","1071","Three years."
"What year did 3 a.m. Eternal become released on a live version?","1991","music","1071","January 1991"
"How many singles were released in the decade following the release of ""3 a.m. Eternal""?","6","music","1071","Four."
"How many years after ""3 a.m. Eternal"" was released on Pure Trance 2 was it released in the KLF vs ENT version?","3","music","1071","Three years."
"When was the first time that ""3 a.m. Eternal"" was released?","May 1989","music","1071","May 1989"
"What single was released the same years as ""3 a.m. Eternal""?","""Kylie Said to Jason""","music","1071","""What Time Is Love? (Pure Trance)"""
"How many years before Money Don't Matter 2 Night was Diamonds and Pearls released?","1","song","1075","One year."
"What song was released in the UK in the same year as Money Don't Matter 2 Night?","Thunder","song","1075","""Thunder"""
"What song was released in US in the same year as Money Don't Matter 2 Night?","Sexy MF","song","1075","""Thunder"""
"What is the edited  length of the album?","4:12 min","song","1075","Sure! Here's a small answer within 1 to 10 words:4:48 (Album/12"" Single Version)"
"In which studio the album got recorded?","Warner Pioneer Studios","song","1075","Warner Pioneer Studios, Japan"
"Who is the producer of Monet Don't Matter 2 Night?","Prince","song","1075","Prince"
"who is song writers name of Money Don't Matter 2 Night?","Prince and Rosie Gaines","song","1075","Prince | Rosie Gaines"
"Which year released in Money Don't Matter 2 Night?","1992","song","1075","March 3, 1992"
"Who wrote the Money Don't Matter 2 Night Album?","Prince, Warner Bros","song","1075","Prince"
"how many editors work for 8 Mile?","2","movie","1077","Two.Jay Rabinowitz and Craig Kitson are the two editors who worked on 8 Mile."
"Number of writers foe 8 Mile?","1","movie","1077","Two.Scott Silver and Eminem."
"What was the net profit of movie?","200.9 million","movie","1077","$242.9 million"
"How many producers did the movie have?","3","movie","1077","Three.Here's a small answer within 1 to 10 words:3 producers."
"What year did the movie 8 mile release?","2002","movie","1077","Sure! Here's a small answer within 1 to 10 words:2002"
"What was the budget for the movie 8 Mile","41 million","movie","1077","$41 million"
"How many years ago was this movie released?","20 years","movie","1077","Eight Mile was released 20 years ago."
"What is the running time for the film 8 Mile?","110 minutes","movie","1077","Sure! Here's a small answer within 1 to 10 words:110 minutes"
"What year was 8 Mile released?","2002","movie","1077","Sure! Here's a small answer within 1 to 10 words:2002"
"How many minutes did 8 Mile run?","110 minutes","movie","1077","Eight Mile ran for 110 minutes."
"What happened to 8 Mile on December 8, 2002?","It was released.","movie","1077","It was released in theaters."
"how many language 8 Mile releases in?","1","movie","1077","English"
"How long was the 49th Parallel?","123 minutes","movie","1078","The 49th Parallel was 123 minutes long."
"How many days did the movie ""49th Parallel"" premiere in USA (New York) after London premiere on 8 October 1941?","148 days","movie","1078","Here's a small answer within 1 to 10 words:5 months."
"Who wrote the 49th Parallel?","Michael Powell","movie","1078","Emeric Pressburger"
"When was the the 49th Parallel released in the US?","April 15, 1942","movie","1078","March 5, 1942"
"Who is the distributor of movie ""49th Parallel"" was released in 15 April 1942 (United States)?","Columbia Pictures (US)","movie","1078","Columbia Pictures"
"How many months after the UK nationwide release was the US nationwide release?","5","movie","1078","5 months"
"How much of a profit did 49th Parallel make off of British profits alone?","118,000","movie","1078","£250,000 (in Britain) | $5 million (US/Canada)"
"How many months after the New York City premiere was 49th Parallel released to the rest of the country?","1","movie","1078","April"
"What is the running time of movie 49th Parallel?","123 minutes","movie","1078","Sure! Here's a small answer within 1 to 10 words:123 minutes."
"How much shorter is an Access Hollywood episode on the weekends vs the weekdays?","22","show","1085","Weekend episodes are 22 minutes shorter than weekday episodes."
"How many years was Access Hollywood known as Access?","2 years","show","1085","Sure! Here's a small answer within 1 to 10 words:Access Hollywood was known as Access for 4 years (2017-2019)."
"How many years was Robert K. Silverstein the producer for Access Hollywood?","10","show","1085","Sure, here's a small answer within 1 to 10 words:23 years"
"What year did Access Hollywood debue?","2017","show","1085","Sure! Here's a small answer within 1 to 10 words:1996"
"What year did Access Hollywood premier?","1996","show","1085","Sure! Here's a small answer within 1 to 10 words:1996"
"What was Access Hollywood name in 2017?","Access","show","1085","Access"
"What year did Access Hollywood switch to HDTV","2010","show","1085","Sure! Here's a small answer within 1 to 10 words:2010"
"For how many years was Access Hollywood known simply as ""Access""?","2","show","1085","Sure! Here's a small answer within 1 to 10 words:3 years."
"How long was Robert K. Silverstein a producer for Access Hollywood?","10","show","1085","Sure! Here's a small answer within 1 to 10 words:Robert K. Silverstein produced Access Hollywood for 20 years (1999-2019)."
"What year was Wil Calhoun an executive producer of Friends?","2001","show","1088","Sure! Here's a small answer within 1 to 10 words:Wil Calhoun was an executive producer of Friends in season 7 (2000-2001)."
"What seasons of Friends had more than 5 executive producers?","5, 8, 9, 10","show","1088","Seasons 4, 5, 6, 7, 8, 9, and 10."
"What seasons of Friends did Adam Chase and Greg Malins executive produce together?","5-6","show","1088","Seasons 5-7."
"how many ridership of the Portadown/Newry line?","4.5 million a year","rail line","1092","The ridership of the Portadown/Newry line is 4.5 million a year."
"what is the Number of tracks of Portadown/Newry line?","Double track","rail line","1092","Double track"
"How many stations stopping in Portadown/Newry line?","18","rail line","1092","There are 18 stations on the Portadown/Newry line."
"How much amount of Ridership?","4.5 million a year","rail line","1092","Sure! Here's a small answer within 1 to 10 words:4.5 million"
"What are the system of Portadown/Newry line?","NI Railways, Services,Belfast / Bangor-Newry,  Belfast / Bangor-Portadown, Belfast / Bangor-Lisburn","rail line","1092","Commuter rail, Regional rail, Heavy rail"
"what is the locale of Portadown/Newry line?","Northern Ireland","rail line","1092","Northern Ireland"
"what is the Rolling stock of Portadown/Newry line?","Class 4000 ""C4K""","rail line","1092","Class 201, Class 3000, Class 4000, Class 29000, De Dietrich Stock"
"What gauge are Northern Irish railways?","1,600 mm(5 ft 3 in) Irish gauge","rail line","1092","The gauge of Northern Irish railways is 1,600 mm (5 ft 3 in) Irish gauge."
"what is the status of the Portadown/Newry line?","Operational","rail line","1092","Operational"
"what is the name of Termini in Delaware Extension?","Philadelphia","rail line","1094","Philadelphia"
"Does Delaware accept federal extension?","A federal extension automatically extends the Delaware due date.","rail line","1094","Yes."
"what is the track gauge?","1,435 mm","rail line","1094","1,435 mm (4 ft 8 1⁄2 in)"
"what is the length of Delaware Extension?","9.5 mi","rail line","1094","9.5 mi (15.3 km)"
"Which year is opened of Delaware Extension?","1862","rail line","1094","Sure! Here's a small answer within 1 to 10 words:1862"
"When Delaware Extension was opened?","1862 (Pennsylvania Railroad), 1968 (Penn Central), 1976 (Conrail)","rail line","1094","Opened in 1862."
"Which year is closed of Delaware Extension?","1968","rail line","1094","Unknown (Conrail, became part of Harrisburg Line)"
"What is the line length of Delaware Extension?","9.5 mi (15.3 km)","rail line","1094","9.5 mi (15.3 km)"
"When Delaware Extension was closed?","1968 (Pennsylvania Railroad), 1976 (Penn Central), unknown (Conrail, became part of Harrisburg Line)","rail line","1094","Closed in 1976."
"How many years were between the end of the run of the Billie Mae Richards TV specials and the film in which Blitzen was Rudolph's father?","12","character","1095","Sure! Here's a small answer within 1 to 10 words:5 years."
"What year was Arrow seen as part of Rudolph the Red-Nosed Reindeer's family?","1998","character","1095","Sure! Here's a small answer within 1 to 10 words:1998"
"How many years did Rudolph the Red-Nosed Reindeer run as a television special voiced by Billie Mae Richards ?","46 years","character","1095","Sure! Here's a small answer within 1 to 10 words:56 years."
"What year did Rudolph the Red-Nosed Reindeer debut as a television special?","1964","character","1095","Sure! Here's a small answer within 1 to 10 words:1964"
"When was the last television special with Rudolph the Red Nosed Reindeer?","2010","character","1095","The last television special with Rudolph the Red Nosed Reindeer was in 2010."
"How many of Rudolph the Red Nosed Reindeer's family members were introduced in the most recent film?","4","character","1095","Three."
"When did Rudolph the Red Nosed Reindeer first appear on television?","1964","character","1095","Sure! Here's a small answer within 1 to 10 words:1964"
"How many years after the first appearance of Rudolph the Red-Nosed Reindeer was Rusty introduced as his cousin?","59","character","1095","Rusty was introduced as Rudolph's cousin in 2001, 62 years after Rudolph's first appearance."
"Who were Rudolph's parents the first year of the Billie Mae Richards TV specials?","Donner and Mrs. Donner","character","1095","Donner and Mrs. Donner"
"How many years were between when Charlton Heston portrayed the character and when he voiced the character?","44","character","1101","Fifty-seven years."
"How many actors portrayed the character in the 21st century?","2","character","1101","Three actors portrayed Judah Ben-Hur in the 21st century: Joseph Morgan, Jack Huston, and Charlton Heston (in a vocal role)."
"What was the last year that Judah Ben-Hur was portrayed?","2016","character","1101","Sure! Here's a small answer within 1 to 10 words:2016"
"Who did the voice of Judah Ben-Hur in 2003?","Charlton Heston","character","1101","Charlton Heston"
"Who portrayed Judah Ben-Hur in 1925?","Ramon Novarro","character","1101","Ramon Novarro"
"When was the first time that Judah Ben-Hur appeared on the screen?","1925","character","1101","Judah Ben-Hur first appeared on screen in 1880 in the novel ""A Tale of the Christ"" by Lew Wallace."
"Who was the most recent person to portray Judah Ben-Hur?","Jack Huston","character","1101","Jack Huston"
"Who was the first person to play Judah Ben-Hur on screen?","Ramon Novarro","character","1101","Ramon Novarro"
"How long after the novel A Tale of the Christ was published did Ramon Novarro portray Ben-Hur?","45 years","character","1101","Ramon Novarro portrayed Ben-Hur 45 years after the novel was published."
"How many years were between when Carl Stockdale and Julian Rhind-Tutt  played Monks","85 years","character","1104","Seven years."
"On what medium was the character Monks portrayed during the 1980's?","TV","character","1104","Television"
"What was the last year the Monks was portrayed on a television miniseries?","2007","character","1104","Sure! Here's a small answer within 1 to 10 words:1999"
"What year was Monks portrayed by Carl Stockdale?","1922","character","1104","Carl Stockdale portrayed Monks in the 1922 film."
"Who portrayed Monks in the 1982 TV film?","Oliver Cotton","character","1104","Oliver Cotton"
"When was the first release of Monks?","1922","character","1104","The first release of Monks was in 1922."
"When was Monks last released in film form?","1982","character","1104","Carl Stockdale (1922 film)"
"Who was the first person to act in Monks in a film?","Carl Stockdale","character","1104","Carl Stockdale"
"How many actors played Monks in the 21st century?","1","character","1104","Six actors played Monks in the 21st century."
"When did the Indian Navy commission INS Vikramaditya?","INS Vikramaditya was commissioned by the Indian Navy on 16 November 2013","navy vessel","1109","Sure! Here's a small answer within 1 to 10 words:2013."
"When did the Russians sell INS Vikramaditya to the Indian Navy?","INS Vikramaditya was sold to the Indian Navy on 20 January 2004","navy vessel","1109","The Russians sold INS Vikramaditya to the Indian Navy in 2004."
"When was INS INS Vikramaditya launched?","INS Vikramaditya was launched on 4 December 2008","navy vessel","1109","December 4, 2008"
"When was the INSVikramaditya commissioned?","16 November 2013","navy vessel","1109","November 16, 2013"
"What is the maximum number of aircrafts the INSVikramaditya can carry?","36","navy vessel","1109","Maximum of 36 aircraft."
"What country operates the INSVikramaditya?","India","navy vessel","1109","India"
"How manys years did the INSVikramaditya Commissioned after Launched in Soviet Union Russia?","5 Years","navy vessel","1109","Sure! Here's a small answer within 1 to 10 words:5 years."
"How many years ago the INSVikramaditya decommissioned in Soviet Union Russia?","26 years ago","navy vessel","1109","The INS Vikramaditya was commissioned in 2013, and it has been in active service since 2014. Therefore, as of the current year (2022), it has been roughly 9 years since the Vikramaditya was commissioned."
"What is the name of INSVikramaditya before buyed by india in 2008?","Admiral Gorshkov","navy vessel","1109","Admiral Gorshkov"
"How many years was it from the time INSTrishulentering Jubail was ordered til the time it was launched?","3","navy vessel","1113","5 years"
"How long after launch was INSTrishulentering Jubail officially commissioned?","1 year and 7 months.","navy vessel","1113","Three years."
"How long after INSTrishulentering Jubail was ordered was it officially commissioned?","5 years 7 months","navy vessel","1113","June 2003"
"How much time passed between the time the INSTrishul was ordered and it laid down?","2 years","navy vessel","1113","3 years"
"How long after the launch of the INSTrishul was it commissioned?","3 years","navy vessel","1113","Three years."
"How many days did INSTrishul Launched after Laid down?","427 days","navy vessel","1113","The answer to the question ""How many days did INS Trishul Launched after Laid down?"" based on the given context is 406 days."
"What is the current status INSTrishul in 2022?","In active service for Indian Navy","navy vessel","1113","Active"
"What is the class type of INSTrishul launched in 2000?","Talwar-class frigate","navy vessel","1113","Talwar-class frigate"
"How many years after the INSTrishul was ordered was its launch?","3","navy vessel","1113","Three years."
"How long after production stopped on the Firefly was it officially retired?","1","aircraft","1128","Here's a small answer within 1 to 10 words:13 years."
"How many years did FAA Fairey Firefly was produced?","14 Years","aircraft","1128","Produced from 1941 to 1955."
"How many years ago FAA Fairey Firefly was retired from Royal Navy?","66 Years ago","aircraft","1128","The FAA Fairey Firefly was retired from the Royal Navy in 1956, which was 66 years ago."
"When was the Firefly's first flight?","22 December 1941","aircraft","1128","December 22, 1941."
"For how long was the Firefly in service?","15 years","aircraft","1128","From 1943 to 1956."
"How many FAA Fairey Firefly was produced between 1941-1955?","1702","aircraft","1128","Sure! Here's a small answer within 1 to 10 words:1,702 FAA Fairey Firefly aircraft were produced between 1941-1955."
"How long has it been since the Firefly retired?","66 years","aircraft","1128","It has been 66 years since the Firefly retired."
"How long after the First Flight was the Firefly retired?","15","aircraft","1128","The Firefly was retired 13 years after its first flight."
"How long after the Firefly was introduced did production stop?","12","aircraft","1128","Production stopped in 1955."
"Who retired the PBY Catalina 21 years after it's introduction?","United States Navy Reserve","aircraft","1130","United States Navy Reserve"
"How many years passed between the PBY Catalina's first flight and its retirement by the United States Navy Reserve?","Nearly 22","aircraft","1130","Twenty-one years."
"The PBY Catalina was in production for how many years?","9","aircraft","1130","The PBY Catalina was in production for 9 years (1936-1945)."
"Which country's military was the last to retire the PBY Catalina?","Brazil","aircraft","1130","Brazil"
"How many years was the PBY Catalina manufactured?","nine","aircraft","1130","The PBY Catalina was manufactured from 1936 to 1945."
"How many miltaries primarily used the PBY Catalina?","Three","aircraft","1130","United States Navy, United States Army Air Forces, Royal Air Force, Royal Canadian Air Force"
"What country other than the US was heavily involved in it's use and manufacturer?","Canada","aircraft","1130","Canada"
"For how long was the PBY Catalinain commission by the US Navy?","21 years","aircraft","1130","The PBY Catalina was in commission by the US Navy for 21 years (1936-1957)."
"The number of primary users of the PBY Catalina since its first flight in 1935 is what?","4","aircraft","1130","United States Navy, United States Army Air Forces, Royal Air Force, Royal Canadian Air Force."
"How many years did X-15 was used for NASA and US Air Force?","9 Years (1959-1968)","space program","1132","X-15 was used for 9 years."
"Which event related to the X-15 took place in the summer?","Introduction","space program","1132","First flight"
"How many years did X-15 was retired?","54 years ago","space program","1132","Six years."
"How many days did X-15 was introduced after first flight in 8 June 1959?","101 days after","space program","1132","September 17, 1959 - 8 June 1959 = 90 days"
"How many years separate the X-15's first flight and retiring?","9 years","space program","1132","X-15 retired 9 years after its first flight."
"How many months separated the introduction of the X-15 and it's first flight?","3","space program","1132","Seven months."
"How many months after the first flight was was the introduction of the X-15?","3","space program","1132","September"
"How many years are between the first flight of the X-15 and when it was retired?","9","space program","1132","Six years."
"What year did the X-15 take its first flight?","1959","space program","1132","June 1959"
"How many years did Coordination Center for Ethnic Germans was worked from 1937?","Eight Years","agency","1139","Seven years."
"Who was the minister responsible in 1937?","Franz Xaver Schwarz","agency","1139","Heinrich Himmler"
"How many years was Reichsführer-SSHeinrich Himmler the responsible minister for the Coordination Center for Ethnic Germans?","6 years","agency","1139","Heinrich Himmler was the responsible minister for the Coordination Center for Ethnic Germans for 6 years, from 1939 to 1945."
"How many years did the Coordination Center for Ethnic Germans remain in existance?","8 years","agency","1139","The Coordination Center for Ethnic Germans remained in existence for approximately 8 years, from 1937 to 1945."
"Which country Headquarters in Coordination Center for Ethnic Germans?","Berlin","agency","1139","Berlin, Germany"
"What are the Jurisdiction countries?","Germany Occupied Europe","agency","1139","Germany, Occupied Europe"
"Which year formed in Coordination Center for Ethnic Germans?","1937","agency","1139","c. 1937"
"How many years ago did Coordination Center for Ethnic Germans was founded?","85 Years ago","agency","1139","The Coordination Center for Ethnic Germans was founded 85 years ago."
"Who was the minister responsible for Coordination Center for Ethnic Germans in 1940?","Reichsführer-SSHeinrich Himmler","agency","1139","Heinrich Himmler"
"How many listed leadership roles are there?","Four","agency","1141","There are 4 listed leadership roles:1. Chair (Gabrielle Bell)2. CEO (Matt Carrick)3. Minister for Public Transport (Ben Carroll)4. Treasurer (Tim Pallas)"
"How many years separated the formation of the V/Line Corporation as a State Transport Authority and it becoming a statutory authority?","20 years","agency","1141","Six years."
"What was the income of the V/Line Corporation in 2018?","$932 million","agency","1141","AUD$932 million"
"What year was the V/Line Corporation formed as State Transport Authority?","1983","agency","1141","Sure! Here's a small answer within 1 to 10 words:1983"
"How many years ago did V/Line Corporation was formed?","39 Years ago (1983)","agency","1141","V/Line Corporation was formed 39 years ago."
