question,answer,table_id,answer_type,is_temporal
How old was Ambrose Rayappan when he became Archbishop Emeritus of Pondicherry and Cuddalore?,52 years,817,TEMPORAL,True
How long after his term as Archbishop Emeritus of Pondicherry and Cuddalore did Ambrose Rayappan die?,26 years,817,TEMPORAL,True
How long did Ambrose Rayappan serve as Archbishop Emeritus of Pondicherry and Cuddalore?,20 years,817,TEMPORAL,True
How many years after his term ended did Ambrose Rayappan die?,26,817,COUNT,True
How many years passed between Ambrose Rayappan's ordination and consecration?,19,817,COUNT,True
How old was Ambrose Rayappan when he was ordained?,22,817,AGE,True
How many years ago did Ambrose Rayappan was died?,23 Years ago,817,TEMPORAL,True
How many years did Ambrose Rayappan was worked as Archbishop Emeritus of Pondicherry and Cuddalore from 1953?,20 Years,817,TEMPORAL,True
How old was Alojzije Mišić when he became the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?,53 years old,824,TEMPORAL,True
How long after Alojzije Mišić was ordained did he become the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?,30 years,824,TEMPORAL,True
What was the time.between Music's ordination and consecration?,Nearly 30 years,824,TEMPORAL,True
How long was Music's bishop term for?,Nearly 30 years,824,TEMPORAL,True
What posts did Alojzije Mišić  hold in 1891?,"Guardian of the Franciscan friary in Petrićevac, General Vicar of Banja Luka and Secretary of the Bishop of Banja Luka",824,UNKNOWN,False
How long was the longest tenure of another post Music ever held?,10 years,824,TEMPORAL,True
How old was Alojzije Mišić when he was conscecrated?,53 years old,824,TEMPORAL,True
How many years did Alojzije Mišić serve as the Bishop of Mostar-Duvno?,30,824,COUNT,True
How many years was Alojzije Mišić the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?,30 years,824,TEMPORAL,True
How many years after Alphonse Gallegos ordination was his consecration?,23 years,829,TEMPORAL,True
How old was Alphonse Gallegos when he became Auxiliary Bishop of Sacramento?,60 years old,829,TEMPORAL,True
How old was Alphonse Gallegos when he was ordained?,27,829,AGE,True
How many years before Alphonse Gallegos died was he consecrated?,10,829,COUNT,True
"When Alphonse Gallegos was Auxiliary Bishop of Sacramento, for how many years was he also Titular Bishop of Sasabe?",10,829,COUNT,True
How many years did Alphonse Gallegos was worked as Auxiliary Bishop of Sacramento?,10 Years,829,TEMPORAL,True
"How many years ago did Alphonse Gallegos was died in Sacramento, California, United States?",31 Years ago,829,TEMPORAL,True
What was the age when Alphonse Gallegos was appointed as Auxiliary Bishop of Sacramento in 1981?,Age of 50,829,AGE,True
How long did Alphonse Gallegos serve as Auxiliary Bishop of Sacramento?,10 years,829,TEMPORAL,True
How many years longer was Riguccini on team Balistic than X1 Boxing?,10,840,COUNT,True
How old was Alessandro Riguccini when he began his career in 1999?,11 years old,840,TEMPORAL,True
How many years has Alessandro Riguccini been active in his career?,23 years,840,TEMPORAL,True
How long was Alessandro Riguccini with his second team?,2 years,840,TEMPORAL,True
When did Alessandro Riguccini's martial arts career start?,1999,840,TEMPORAL,True
How long after becoming active did Riguccini join Zanfer Promotions?,13 years,840,TEMPORAL,True
How old was Riguccini when he became active as a fighter?,11,840,AGE,True
What year was Bustamantel's most decorated?,1998,849,TEMPORAL,True
How many years has it been since Bustamante has fought?,Ten,849,COUNT,True
How many years was Murilo Bustamante active in the MMA?,21,849,COUNT,True
What was Murilo Bustamante's age when he attended the Brazilian National Championship for the first time?,30,849,UNKNOWN,True
How many championships has Murilo Bustamante attended in his lifetime?,8,849,COUNT,False
How old was Murilo Bustamante when he won the gold medal in the 1999 Brazilian National Championship?,33 years old,849,TEMPORAL,True
How old was Murilo Bustamante when he began his MMA career?,25 years old,849,TEMPORAL,True
How many years was Murilo Bustamante active in his MMA career?,21 years,849,TEMPORAL,True
How old was Mohammad Yamin when he took office as 6th Minister of Law,47,861,AGE,True
How much longer was Yamin in office as 8th Minister of National Education than 6th Minister of Law?,1 year,861,TEMPORAL,True
How long after leaving office as 8th Minister of National Education did Yamin take office as 14th Minister of Information?,7 years,861,TEMPORAL,True
How many years did Mohammad Yamin serve as Minister of National Education?,2 years,861,TEMPORAL,True
What position did Mohammad Yamin hold in 1951?,Minister of Law,861,UNKNOWN,False
How many days did Mohammad Yamin was in minister of law?,342 days,861,TEMPORAL,True
What was the age when Mohammad Yamin was Minister of National Education in 1953?,Age of 50,861,AGE,True
How old was Mohammad Yamin when he became Minister of Information?,59 years old,861,TEMPORAL,True
For how many years was Arnold Schwarzenegger the governor of California?,8,866,COUNT,True
How old was Arnold Schwarzenegger when he got married?,29,866,AGE,True
Which state did Arnold Schwarzenegger governor?,"The first term of Arnold Schwarzenegger as governor of California began on November 17, 2003, and ended on January 3, 2011.",866,TEMPORAL,False
How long was Arnold Schwarzenegger married for?,35,866,UNKNOWN,True
How many years did Arnold Schwarzenegger was worked as Governor of California?,8 Years,866,TEMPORAL,True
How many years ago did Arnold Schwarzenegger was served in military?,57 Years ago,866,TEMPORAL,True
When was Arnold Schwarzenegger born?,"July 30, 1947(age 75) Thal, Styria, Allied-occupied Austria",866,TEMPORAL,True
How many are children's Arnold Schwarzenegger ?,"5, including Katherine, Patrick and Joseph Baena",866,COUNT,False
For how long was Richard Caswell married to his wife?,5 years,904,TEMPORAL,True
How much longer was Caswell's term as 1st Governor of North Carolina than his term as 2nd Grand Master of the Masons of North Carolina?,3 years,904,TEMPORAL,True
How old was Richard Caswell when he married Sarah Herritage?,29,904,AGE,True
How old was Richard Caswell when he got married?,23,904,AGE,True
How long after the death of his first wife did Caswell die?,42 years,904,TEMPORAL,True
When did Richard Caswell get into politics?,1776,904,TEMPORAL,True
What year did Aslam Watanjar begin serving as Minister of Communications?,1980,913,TEMPORAL,True
How old was Aslam Watanjar when he finally stopped serving the Afghanistan Army?,46,913,AGE,True
How many years did Aslam Watanjar serve in the military?,33 years,913,TEMPORAL,True
How old was Aslam Watanjar when he took office as the Minister of Defence?,44,913,AGE,True
How many years was Aslam Watanjar Minister of Defense?,2 years,913,TEMPORAL,True
How much longer was Watanjar in office during his third term as Minister of Internal Affairs than his first term?,1 year,913,TEMPORAL,True
How long after beginning his military service did Watanjar first take office as Minister of Communications?,11 years,913,TEMPORAL,True
How old was Watanjar when he took office as Minister of Defence?,44,913,AGE,True
How old was Theo Bot when he last served as Permanent Representative of the Netherlands to the IAEA?,65 years old,915,TEMPORAL,True
How old was Theo Bot when he married Elisabeth van Hal?,25 years old,915,TEMPORAL,True
How many years did Theo Bot serve as Ambassador of the Netherlands to Austria?,3 years,915,TEMPORAL,True
How long after Bot's son Ben was born did he take office as State Secretary for the Interior?,22 years,915,TEMPORAL,True
How old was Theo Bot when he served in active duty in the East Indies Army?,29,915,AGE,True
"How much longer was Theo Bot in office as Ambassador of the Netherlands to Canada than Minister of Education, Arts and Sciences?",3 years,915,TEMPORAL,True
How many years was Theo Bot in the Reserve before going to active duty?,four,915,COUNT,True
How many months was Theo Bot Ambassador to Austria?,37,915,COUNT,True
At what age did Theo Bot become Ambassador to Canada?,56,915,AGE,True
How much longer was Mohammad-Ali Foroughi's second term as 22nd Prime Minister of Iran than his first term?,1 year,928,TEMPORAL,True
How old was Mohammad-Ali Foroughi the year he took office as Minister of Justice?,36,928,AGE,True
How many years was Mohammad-Ali Foroughi a member of the Parliament of Iran?,12 years,928,TEMPORAL,True
How old was Mohammad-Ali Foroughi when he became a member of the Parliament of Iran?,32 years old,928,TEMPORAL,True
How many years did Mohammad-Ali Foroughi serve as Prime Minister of Iran?,1 year,928,TEMPORAL,True
How many days did Mohammad-Ali Foroughi as Speaker of the Parliament?,4 Days,928,TEMPORAL,True
How long after becoming Member of the Parliament of Iran did Mohammad-Ali Foroughi become Minister of Foreign Affairs?,14 years,928,TEMPORAL,True
How many times did Mohammad-Ali Foroughi  as office in Minister of Finance from 1913-1925?,4 Times,928,COUNT,False
How long after Dick King-Smith became a widower did he remarry?,1 year,929,TEMPORAL,True
How long was  Dick King-Smith married to his second wife?,10 years,929,TEMPORAL,True
When did  Dick King-Smith get married to his first wife?,1943,929,TEMPORAL,True
How long after  Dick King-Smith's first wife died did he get married to his second wife?,one year,929,TEMPORAL,True
What was the nationality of Dick King-Smith in 2000?,British,929,UNKNOWN,False
How many years ago did Dick King-Smith won Guardian Prize?,38 Years ago,929,TEMPORAL,True
How many years had Dick King-Smith been a children's author when he married his second wife?,23,929,COUNT,True
How many years after the last election for the Vancouver City Council will the next take place?,four,935,COUNT,True
How many political groups in the Vancouver City Council in 2021 have Vancouver in their name?,two,935,COUNT,False
How many days ago did Vancouver City Council members elected?,1349 days ago,935,TEMPORAL,True
How many political groups in the Vancouver City Council in 2021 do not have Vancouver in their name?,five,935,COUNT,False
What was the members counts of Vancouver City Council in 2020?,11,935,UNKNOWN,False
How many days to go for next election for Vancouver City Council?,107 days after,935,TEMPORAL,True
How many years after Becca Balint became President pro tempore of the Senate did Alison Clarkson become Senate Majority Leader?,zero,936,COUNT,True
How many years after Anthony Pollina became Senate Progressive Leader did Molly Gray become President of the Senate?,10,936,COUNT,True
How many leaders began their terms after the last general election?,6,936,COUNT,False
How long between when Patricia McCoy became House Minority Leader and the next general election?,3 years,936,TEMPORAL,True
How many days before the general election of Vermont General Assembly was taken place?,"603 days before (November 3, 2020)",936,TEMPORAL,True
How many Republican in the Vermont General Assembly in 2022?,53,936,COUNT,False
How many years after the last Vermont General Assembly general election will the next one take place?,two,936,COUNT,True
How many years after Anthony Pollina became Senate Progressive Leader did Randy Brock become Senate Minority Leader?,10,936,COUNT,True
How much length of this movie?,It might be 62:12.,942,TEMPORAL,False
What was the name of the album that came out in 2001?,Break the Cycle,942,UNKNOWN,False
Which year can released the movie zoe jane?,"april 5,2004",942,TEMPORAL,True
"How many months before ""Price to Play"" was  ""How About You"" released?",8 months,942,TEMPORAL,True
"How long before Chapter V was ""So Far Away"" released?",2 years,942,TEMPORAL,True
How many years after Break the Cycle did Chapter V come out?,4 years,942,TEMPORAL,True
How long did it take from the first single released until the fourth single was released on the album 14 Shades of Grey?,one year,942,TEMPORAL,True
How many years was it until the next album after 14 Shades of Grey was released?,two,942,COUNT,True
What was the release date for the singe Homicide off of the Confessions of a Dangerous Mind album?,"May 3, 2019",948,TEMPORAL,True
How many singles were released from the 2019 Confessions of a Dangerous Mind album?,3,948,COUNT,False
What year did Confessions of a Dangerous Mind release?,2019,948,TEMPORAL,True
What single was released 2 months prior to the release of Confessions of a Dangerous Mind?,Confessions of a Dangerous Mind,948,UNKNOWN,False
How many months was the release of the first single from Confessions of a Dangerous Mind released was the album himself released?,4,948,COUNT,True
How many singles from Confessions of a Dangerous Mind were released on odd-numbered days?,one,948,COUNT,False
How many albums did logic put out in 2019 besides Confessions of a Dangerous Mind?,one,948,COUNT,False
How many labels issued Confessions of a Dangerous Mind?,two,948,COUNT,False
How many singles were released from Confessions of a Dangerous Mind during the month of the album's release?,1,948,COUNT,False
How many years after was the next related event compared to the Men's 4 × 200 metre freestyle relay at the Games of the XXXI Olympiad?,4,963,COUNT,True
How many months had already passed completely in the year before the Men's 4 × 200 metre freestyle relay at the Games of the XXXI Olympiad occurred?,7,963,COUNT,True
How many teams are participated in Men's 4 × 200 metre freestyle relay in Olympiad games held in 2016?,16,963,COUNT,False
How many years before was the previous related event compared to the Men's 4 × 200 metre freestyle relay at the Games of the XXXI Olympiad?,4,963,COUNT,True
The general election results that the 2021 Myanmar protests want to recognise happened how many years prior?,1,964,COUNT,True
How many years after Myanmar coup d'état  was the date to which elections were deferred?,2,964,COUNT,True
How long after the start of the protests did the death count total 47 police officers and 7 soldiers?,3 months,964,TEMPORAL,True
How old was the Constitution when the 2021 Myanmar Spring Revolution took place?,13 years,964,TEMPORAL,True
How long is it possible for the earliest detainees of the Myanmar Spring Revolution to have been detained as of today?,16 months,964,TEMPORAL,True
How many years prior to the protests was the constitution that they sought to abolish drafted?,13,964,COUNT,True
"How many months after the start of the 2021 Myanmar protests did the total death toll reach 2,091?",3,964,COUNT,True
What number of years old was the constitution at the time that the 2021 Myanmar protests aim to abolish?,13,964,COUNT,True
How much did the Croatian troops increase from September 1991 to January 1992?,"97,772",966,UNKNOWN,False
How many fewer APC's did the Croatian side have over the war?,573,966,COUNT,False
How many months after the war started was the Croatian Army formed?,two,966,COUNT,True
How many years did Libya supported to Ethiopian Civil War?,8 Years,979,TEMPORAL,True
How many soldiers under the commanders Isaias Afwerki and Elemo Qiltu?,"1,23,000",979,COUNT,False
How many days did Ethiopian Civil War Wars last?,6102 days,979,TEMPORAL,True
What was the strength of OLF the year Libya ended its support?,"13,000",979,UNKNOWN,True
During what year did Russia's support end and Israel's support begin?,1990,979,TEMPORAL,True
How many years after the beginning of the war did PDR Ethiopia become a belligerent?,13,979,COUNT,True
How much more strength did Ethiopia have in 1991 than the combined strength of its opponents that year in the Ethiopian Civil War?,"76,000",979,UNKNOWN,True
How many more years did Libya support the EPRDF than it supported the other side in the Ethiopian Civil War?,two,979,COUNT,True
"After the Ethiopian Civil War, how many miles of coastline did Ethiopia gain?",zero,979,COUNT,False
How many years were between when the first cease fire was established and when a wider conflict erupted?,5,990,COUNT,True
How many more years was Mostafa Pourmohammadi a leader than Ali Shamkhani?,2,990,COUNT,True
How long after the start of the Iran–PJAK conflict was the United States allegedly a supporter of Iran?,5 years,990,TEMPORAL,True
How many years did Mohd. Ibrahim Moustafa as leader of Egyptian Army?,2 Years (2013-2015),1006,TEMPORAL,True
How many years ago did Terrorism in Egypt started?,9 Years ago (2013),1006,TEMPORAL,True
How many leaders or commanders began their roles the year the terrorism in Egypt began?,2,1006,COUNT,True
How many years longer was Sedki a leader or commander than Mohd. Ibrahim Moustafa?,2,1006,COUNT,True
How long after the terrorism in Egypt began did Wilayat Sinai become a belligerent?,1 year,1006,TEMPORAL,True
"During the first year of the Western Front, how many men were killed in total?","186,510",1012,COUNT,True
How many different leaders did Italy have over the Italian Social Republic during World War II?,1,1012,COUNT,False
How many different companies fought on the allies side during World War II?,11,1012,COUNT,False
How many more troops did the allies have over the axis between 1939-1940?,2250000,1012,COUNT,False
How much longer was Italy and Axis belligerent than Hungary?,2 years,1012,TEMPORAL,True
How long after Walter von Brauchitsch became a leader was Franklin D. Roosevelt one as well?,5 years,1012,TEMPORAL,True
How many formal Allied nations were involved?,11,1012,COUNT,False
How many allied casualties were there a year after the beginning of the Western Front?,"2,121,560–2,260,000",1012,COUNT,True
"How many soldiers was killed in Western Sahara War held for 15 years, 10 months and 1 week?",2000,1014,COUNT,True
How many years ago did Western Sahara War was ended?,31 Years ago,1014,TEMPORAL,True
How many years did Mauritania participated in Western Sahara War from 1975?,4 Years,1014,TEMPORAL,True
How many different leaders did Sahrawi Arab Democratic Republic have during the Western Sahara War?,six,1014,COUNT,False
How many more soldiers did Morocco have in 1988 over 1991?,"30,000",1014,COUNT,False
Which belligerent began their support the same year as the Spanish withdrawal under the Madrid Accords?,Algeria,1014,UNKNOWN,True
How many years after the beginning of the war was the Mauritanian retreat and withdrawal?,4,1014,COUNT,True
How much longer was Mauritania a belligerent than France.,3 years,1014,TEMPORAL,True
How long after the start of the Gaza–Israel conflict did Sudan stop being a belligerent?,9 years,1018,TEMPORAL,True
How many years longer was Ashkenazi a leader in the conflict than Ehud Olmert?,2,1018,COUNT,True
Which commander or leader ended their leadership the same year PRC stopped being a belligerent for the Gaza Strip?,Ehud Barak,1018,UNKNOWN,True
How many humans killed in the Salvadoran Civil War between 1979-1992?,27000,1022,COUNT,False
How many years did Argentina supported the Salvadoran Civil War?,4 Years (upto 1983),1022,TEMPORAL,True
How many years ago did Salvadoran Civil War ended?,30 years ago,1022,TEMPORAL,True
How many years into the war was picture of Ronald Reagan  and José Napoleón Duarte taken?,6,1022,COUNT,True
What was the strength of Salvadoran government armed forces in the year following the start of the war?,"9,850",1022,UNKNOWN,True
How long had the Salvadoran Civil War gone on when North Korea quit?,11 years,1022,TEMPORAL,True
How many countries with blue on their flags supported the United States in the Salvadoran Civil War?,six,1022,COUNT,False
Which side had the greater strength in the Salvadoran Civil War in 1992?,Salvadoran government,1022,UNKNOWN,False
How many gold awards won by china at Olympic Games?,696,1024,COUNT,False
How many winter olympics China participated?,12,1024,COUNT,False
How many years were between the time China first appeared in the Summer Olympic and first appeared in the Winter Olympics?,28,1024,COUNT,True
What was the last year that China appeared at both the Summer and Winter Olympics in the same year?,1992,1024,TEMPORAL,True
"In the 1990's, was China at the Summer of Winter Olympics more?",Winter,1024,UNKNOWN,False
How many more gold medals than silver have been taken by China at the Olympics?,48,1024,COUNT,False
When did China first have a year at the Winter Olympics but not at the Summer Olympics?,1994,1024,TEMPORAL,True
During what season of the Olympics was China's latest appearance?,Winter,1024,UNKNOWN,False
How many medals won by Hungary in Olympics from 1896-2022?,518,1026,COUNT,False
From which year does Hungary  participated in Winter Olympics?,1924,1026,TEMPORAL,True
How many years does Hungary participated in Summer Olympics appearances?,29 Years,1026,TEMPORAL,True
What year gap does Hungary have in its latest summer and winter appearance?,2 years,1026,TEMPORAL,True
How many years after its first summer appearance did Hungary make its first winter appearance?,28 years,1026,TEMPORAL,True
How many more golds than silver has Hungary won at the olympics?,26,1026,COUNT,False
How many years after its summer appearance did Hungary make its Intercalated Games appearance?,2 years,1026,TEMPORAL,True
How many months did the 12th Annual Honda Civic Tour run?,2 months,1034,TEMPORAL,True
when 12th Annual Honda Civic Tour was start?,"August 1, 2013",1034,TEMPORAL,True
How many shows are in 12th Annual Honda Civic Tour?,33,1034,COUNT,False
When 12th Annual Honda Civic Tour was end?,"October 6, 2013",1034,TEMPORAL,True
What tour did Kelly Clarkson perform for before the 12th Annual Honda Civic Tour in 2012?,Stronger Tour,1034,UNKNOWN,False
How many years ago did 12th Annual Honda Civic Tour was started?,9 Years ago,1034,TEMPORAL,True
How many years after the 12th Annual Honda Civic Tour did Kelly Clarkson preform for the Piece by Piece Tour?,2 years,1034,TEMPORAL,True
"How many days did 12th Annual Honda Civic Tour was held from August 1, 2013?",66 days,1034,TEMPORAL,True
Which year did Honda Civic was tour named held 11th Annual Honda Civic Tour?,2012,1034,TEMPORAL,True
How many years was Rolling Stone on Tour between 2012 and 2016?,4,1035,COUNT,True
How many months did 14 On Fire last?,9,1035,COUNT,True
How many years after 14 On Fire was the next tour?,1,1035,COUNT,True
How many shows was showed in Asia and Europe in 2014?,21,1035,COUNT,False
How many days did 14 On Fire was showed in 2014?,274 days,1035,TEMPORAL,True
How many years before the 14 On Fire concert tour began did the 50 & Counting concert tour end?,1,1035,COUNT,True
How many full months did the 14 On Fire concert tour cover?,8,1035,COUNT,True
What tour occured after 14 On Fire?,Zip Code,1035,UNKNOWN,False
How many days before the 1960 Agadir earthquake were the first foreshocks?,6,1036,COUNT,True
What was the strength of the foreshock the day of the local date of the 1960 Agadir earthquake?,VI (Strong),1036,UNKNOWN,False
How much longer was the time between the aftershocks than the foreshocks?,20 days,1036,TEMPORAL,True
How many months did people experience the effects of the 1960 Agadir earthquake?,3,1036,COUNT,True
How many months after the first foreshock was the last aftershock?,2,1036,COUNT,True
When was the first foreshock of the 1960 Agadir earthquake?,February 23,1036,TEMPORAL,True
After 5 days of 2014 Ludian earthquake local date how many injuries were there?,3143,1042,COUNT,False
How long after the 2014 Ludian earthquake did 112 report as missing?,5 days,1042,TEMPORAL,True
112 people were missing after the 2014 Ludian earthquake as of how many days after it happened?,5,1042,COUNT,True
What was the total number injured and dead some days after the Ludian earthquake?,"3,760",1042,UNKNOWN,False
How many days after the 2014 Ludian earthquake local date did 617 people die?,5 days,1042,TEMPORAL,True
"How many peoples dead, injured and homeless in 2020 Aegean Sea earthquake?","119 dead, 1,053 injured, 15,000 homeless",1047,COUNT,False
In which Areas Floors hanging from a partially collapsed building?,"Turkey, Greece",1047,UNKNOWN,False
Which places are affected of 2020 Aegean Sea earthquake?,"Turkey, Greece",1047,UNKNOWN,False
"Why 15,000 people got homeless?",Tsunami,1047,UNKNOWN,False
"When the Tsunami type is Normal then what is the Max, intensity?",VIII (Severe),1047,UNKNOWN,True
Where did the tsunami hit 2020?,"On 30 October 2020, a strong normal-faulting earthquake struck Samos Island in Greece and İzmir Province in Turkey, both in the eastern Aegean Sea. The earthquake generated a tsunami that hit the coasts of Samos Island, Greece and İzmir, Turkey.",1047,TEMPORAL,False
How much  2020 aegean sea earthquake duriation ?,16 seconds,1047,UNKNOWN,False
How many years after the Better Day World Tour was the next tour?,3,1054,COUNT,True
When was the last show on the Better Day World Tour?,"December 1, 2011",1054,TEMPORAL,True
When was the first day you could catch a show on the Better Day World Tour?,"July 17, 2011",1054,TEMPORAL,True
How many days did the Better Day tour last?,137,1054,COUNT,True
How many days did Better Day World Tour was held from 2011?,137 days,1054,TEMPORAL,True
How long after the Backwoods Barbie Tour did the Blue Smoke World Tour begin?,6 years,1054,TEMPORAL,True
What is the average length of time between Dolly Parton's tours?,3 years,1054,TEMPORAL,True
How many shows was showed in Europe and Australia from 2011?,29,1054,COUNT,False
How much longer was Gagauzia an unrecognized breakaway state than Tatarstan?,2 years,1056,TEMPORAL,True
How many recognized breakaway states resulted from the dissolution?,15,1056,COUNT,False
How many countries became unrecognized breakaway states in the final year of the dissolution of the Soviet Union?,2,1056,COUNT,True
Currently how many unrecognized states are still in operation?,2,1056,COUNT,False
"In total, how many major outcomes resulted from this dissolution?",16,1056,COUNT,False
what is the date of the Part of the Cold War and the Revolutions of 1989?,16 November,1056,UNKNOWN,True
what is the outcome of Part of the Cold War?,Unified Soviet Armed Forces divided circa 1992–1993,1056,UNKNOWN,False
How long after the beginning of the dissolution of the Soviet Union did Chechnya become an unrecognized breakaway state?,3 years,1056,TEMPORAL,True
What is the total number of years that the Space Shuttle program lasted?,39,1062,COUNT,True
How long did the Space Shuttle program run?,39 years,1062,TEMPORAL,True
How many years after the Space Shuttle program began did it have its first flight?,5,1062,COUNT,True
What was the last date that the Space Shuttle program made its flight?,"July 21, 2011",1062,TEMPORAL,False
What year did the Space Shuttle program make its first flight?,1977,1062,TEMPORAL,True
What positions did Joe Biden hold in 2008?,"The United States Senator from Delaware, Chair of the International Narcotics Control Caucus, Chair of Senate Foreign Relations Committee",1062,UNKNOWN,False
At what age does Joe Biden join the democratic political party?,27,1062,AGE,True
The Space Shuttle's first crewed flight occurred how many years after its first flight?,4,1062,COUNT,True
What year was the single 2 of Amerikaz Most Wanted released?,1996,1066,TEMPORAL,True
"When were the artists in the studio for ""2 of Amerikaz Most Wanted""?",October 1995,1066,TEMPORAL,True
"How many days did it take to record ""2 of Amerikaz Most Wanted""?",1,1066,COUNT,True
"When could people finally buy ""2 of Amerikaz Most Wanted""?","May 7, 1996",1066,TEMPORAL,True
"How many other singles were released the same year as ""2 of Amerikaz Most Wanted""?",2,1066,COUNT,True
"What single on the 2Pac chronology was released a year before ""2 of Amerikaz Most Wanted""?","""California Love""",1066,UNKNOWN,True
"How many months after ""2 of Amerikaz Most Wanted"" was recorded was it released?",7,1066,COUNT,True
How long did it take to record 21st Century Breakdown?,1 year,1070,TEMPORAL,True
"How long after ""21st Century Breakdown"" began recording was it released?",1 year.,1070,TEMPORAL,True
"What other album was released the the same year as ""21st Century Breakdown""?","""East Jesus Nowhere""",1070,UNKNOWN,True
"How many years after the start of the recording of ""21st Century Breakdown"" was ""Last of the American Girls"" released?",2,1070,COUNT,True
"What song was released before ""21st Century Breakdown""?",East Jesus Nowhere,1070,UNKNOWN,False
"In what year was ""21st Century Breakdown"" first recorded?",2008,1070,TEMPORAL,True
What year was the single 21st Century Breakdown released?,2009,1070,TEMPORAL,True
"How long after ""21st Century Breakdown"" was the next single released?",1 year,1070,TEMPORAL,True
Over how many years did it take to record 21st Century Breakdown?,2,1070,COUNT,True
What was the last song released from 21st Century Breakdown?,Last of the American Girls,1070,UNKNOWN,False
How many songs were released in 2009 on 21st Century Breakdown?,2,1070,COUNT,False
What year was 21st Century Breakdown released?,2009,1070,TEMPORAL,True
How many years did it take to record 21st Century Breakdown?,1 year,1070,TEMPORAL,True
What was the single that was released after 21st Century Breakdown in 2010?,Last of the American Girls,1070,UNKNOWN,False
How will 21st century end?,31 December 2100,1070,TEMPORAL,False
What is the story behind 21st Century Breakdown?,The start of the song is mostly a show of Christian's internal conflict whilst being transported away from home.,1070,UNKNOWN,False
"What was the most recent release of ""3 a.m. Eternal"" called?",The KLF vs ENT version,1071,UNKNOWN,False
What year was 3 a.m. Eternal originally released?,1989,1071,TEMPORAL,True
"How many years passed between the first and last release of ""3 a.m. Eternal""?",3,1071,COUNT,True
What year did 3 a.m. Eternal become released on a live version?,1991,1071,TEMPORAL,True
"How many singles were released in the decade following the release of ""3 a.m. Eternal""?",6,1071,COUNT,False
"How many years after ""3 a.m. Eternal"" was released on Pure Trance 2 was it released in the KLF vs ENT version?",3,1071,COUNT,True
"When was the first time that ""3 a.m. Eternal"" was released?",May 1989,1071,TEMPORAL,True
"What single was released the same years as ""3 a.m. Eternal""?","""Kylie Said to Jason""",1071,UNKNOWN,True
How many years before Money Don't Matter 2 Night was Diamonds and Pearls released?,1,1075,COUNT,True
What song was released in the UK in the same year as Money Don't Matter 2 Night?,Thunder,1075,UNKNOWN,True
What song was released in US in the same year as Money Don't Matter 2 Night?,Sexy MF,1075,UNKNOWN,True
What is the edited  length of the album?,4:12 min,1075,TEMPORAL,False
In which studio the album got recorded?,Warner Pioneer Studios,1075,UNKNOWN,False
Which year released in Money Don't Matter 2 Night?,1992,1075,TEMPORAL,True
how many editors work for 8 Mile?,2,1077,COUNT,False
Number of writers foe 8 Mile?,1,1077,COUNT,False
What was the net profit of movie?,200.9 million,1077,UNKNOWN,False
How many producers did the movie have?,3,1077,COUNT,False
What year did the movie 8 mile release?,2002,1077,TEMPORAL,True
How many years ago was this movie released?,20 years,1077,TEMPORAL,True
What is the running time for the film 8 Mile?,110 minutes,1077,TEMPORAL,False
What year was 8 Mile released?,2002,1077,TEMPORAL,True
How many minutes did 8 Mile run?,110 minutes,1077,TEMPORAL,False
"What happened to 8 Mile on December 8, 2002?",It was released.,1077,UNKNOWN,False
how many language 8 Mile releases in?,1,1077,COUNT,False
How long was the 49th Parallel?,123 minutes,1078,TEMPORAL,True
"How many days did the movie ""49th Parallel"" premiere in USA (New York) after London premiere on 8 October 1941?",148 days,1078,TEMPORAL,True
When was the the 49th Parallel released in the US?,"April 15, 1942",1078,TEMPORAL,True
How many months after the UK nationwide release was the US nationwide release?,5,1078,COUNT,True
How much of a profit did 49th Parallel make off of British profits alone?,"118,000",1078,UNKNOWN,False
How many months after the New York City premiere was 49th Parallel released to the rest of the country?,1,1078,COUNT,True
What is the running time of movie 49th Parallel?,123 minutes,1078,TEMPORAL,False
How much shorter is an Access Hollywood episode on the weekends vs the weekdays?,22,1085,UNKNOWN,False
How many years was Access Hollywood known as Access?,2 years,1085,TEMPORAL,True
How many years was Robert K. Silverstein the producer for Access Hollywood?,10,1085,COUNT,True
What year did Access Hollywood debue?,2017,1085,TEMPORAL,True
What year did Access Hollywood premier?,1996,1085,TEMPORAL,True
What was Access Hollywood name in 2017?,Access,1085,UNKNOWN,False
What year did Access Hollywood switch to HDTV,2010,1085,TEMPORAL,True
"For how many years was Access Hollywood known simply as ""Access""?",2,1085,COUNT,True
How long was Robert K. Silverstein a producer for Access Hollywood?,10,1085,UNKNOWN,True
What year was Wil Calhoun an executive producer of Friends?,2001,1088,TEMPORAL,True
What seasons of Friends had more than 5 executive producers?,"5, 8, 9, 10",1088,UNKNOWN,False
What seasons of Friends did Adam Chase and Greg Malins executive produce together?,5-6,1088,UNKNOWN,False
how many ridership of the Portadown/Newry line?,4.5 million a year,1092,TEMPORAL,True
what is the Number of tracks of Portadown/Newry line?,Double track,1092,UNKNOWN,False
How many stations stopping in Portadown/Newry line?,18,1092,COUNT,False
How much amount of Ridership?,4.5 million a year,1092,TEMPORAL,True
